id,industry,state,request_date,employee_count,business_new,business_type,location,other_loans,loan_amount,insured_amount,default_status
3891585008,Consulting,MA,5-Feb-10,4,New,0,Rural,Y,"$100,450.00 ","$50,000.00 ",0
4129835003,Construction,OR,10-Jun-10,10,New,0,Rural,Y,"$308,148.00 ","$50,000.00 ",0
3876675002,Consulting,OH,28-Jan-10,5,New,0,Rural,N,"$200,000.00 ","$100,000.00 ",0
3772815002,Manufacturing,NH,20-Nov-09,2,New,0,Rural,Y,"$150,790.00 ","$75,000.00 ",0
3887305002,Construction,WI,3-Feb-10,10,New,0,Rural,Y,"$118,000.00 ","$25,000.00 ",0
3918195010,Consulting,FL,19-Feb-10,2,New,0,Rural,Y,"$70,951.00 ","$25,000.00 ",0
4084135000,Hotel,CA,17-May-10,8,New,0,Rural,N,"$632,000.00 ","$568,800.00 ",0
3940345003,Hotel,OK,2-Mar-10,18,New,1,Rural,N,"$165,000.00 ","$123,750.00 ",1
4120055009,Administration,CO,3-Jun-10,2,New,0,Rural,N,"$10,000.00 ","$8,500.00 ",1
4087315001,Finance,GA,19-May-10,1,Existing,0,Rural,N,"$200,000.00 ","$100,000.00 ",0
3956515000,Manufacturing,GA,11-Mar-10,14,New,0,Rural,Y,"$423,000.00 ","$100,000.00 ",0
4091445008,Trading,CT,20-May-10,2,Existing,0,Rural,Y,"$50,000.00 ","$25,000.00 ",0
3986075000,Manufacturing,IL,24-Mar-10,30,New,0,Rural,N,"$900,000.00 ","$810,000.00 ",1
4213365007,Construction,WI,18-Aug-10,9,Existing,0,Rural,Y,"$74,000.00 ","$25,000.00 ",1
3884325002,Construction,MO,2-Feb-10,4,New,0,Rural,N,"$25,000.00 ","$12,500.00 ",0
4272115002,Hotel,CA,29-Sep-10,30,New,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
3846805003,Transportation,IL,8-Jan-10,2,New,0,Rural,N,"$18,100.00 ","$18,100.00 ",1
3730625006,Construction,FL,3-Nov-09,2,New,0,Rural,Y,"$25,000.00 ","$10,000.00 ",0
4059815001,Consulting,CO,3-May-10,1,New,0,Rural,N,"$10,000.00 ","$9,000.00 ",1
3710515000,Consulting,VA,23-Oct-09,9,New,0,Rural,Y,"$845,824.00 ","$75,000.00 ",0
4241975010,Manufacturing,MN,8-Sep-10,10,New,0,Rural,N,"$150,000.00 ","$127,500.00 ",1
4252495003,Manufacturing,CA,15-Sep-10,45,New,0,Rural,N,"$1,660,000.00 ","$1,494,000.00 ",0
3709185000,Healthcare,MI,22-Oct-09,2,New,0,Rural,N,"$24,441.00 ","$12,500.00 ",1
4041425004,Engineering,OR,21-Apr-10,1,New,0,Rural,N,"$30,000.00 ","$15,000.00 ",1
4104105000,Consulting,GA,26-May-10,5,New,0,Rural,N,"$20,000.00 ","$17,000.00 ",1
3743455002,Consulting,TN,10-Nov-09,1,New,0,Rural,N,"$29,100.00 ","$29,100.00 ",1
3714035006,Trading,IA,26-Oct-09,5,New,0,Rural,N,"$200,000.00 ","$180,000.00 ",1
4249915008,Finance,NE,14-Sep-10,1,Existing,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
3875795001,Trading,TX,27-Jan-10,2,Existing,0,Rural,N,"$150,000.00 ","$135,000.00 ",0
3765995001,Construction,VT,19-Nov-09,1,New,0,Rural,N,"$24,000.00 ","$21,600.00 ",0
4059805009,Hotel,CA,3-May-10,13,New,0,Rural,N,"$15,000.00 ","$13,500.00 ",1
3684545004,Others,SD,8-Oct-09,1,Existing,0,Rural,N,"$35,000.00 ","$31,500.00 ",1
3833725004,Manufacturing,MA,29-Dec-09,24,New,0,Rural,N,"$150,000.00 ","$75,000.00 ",0
3681135004,Construction,PA,7-Oct-09,4,New,0,Rural,N,"$350,000.00 ","$315,000.00 ",1
3735035005,Healthcare,NH,5-Nov-09,9,New,0,Rural,Y,"$50,000.00 ","$25,000.00 ",0
3815985008,Construction,TX,22-Dec-09,3,Existing,0,Rural,N,"$300,000.00 ","$225,000.00 ",1
3859905008,Manufacturing,NY,19-Jan-10,2,New,0,Rural,N,"$20,000.00 ","$10,000.00 ",0
4156945007,Hotel,CA,7-Jul-10,7,New,0,Rural,N,"$5,000.00 ","$4,250.00 ",1
3693485001,Manufacturing,FL,15-Oct-09,46,Existing,0,Rural,Y,"$59,289.00 ","$25,000.00 ",0
3982845009,Trading,WI,23-Mar-10,7,New,0,Rural,N,"$380,800.00 ","$342,720.00 ",0
3845235007,Healthcare,CA,7-Jan-10,4,New,0,Rural,N,"$48,700.00 ","$24,350.00 ",0
4096195004,Consulting,MN,24-May-10,2,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4049465010,Trading,CA,27-Apr-10,1,New,0,Rural,N,"$7,500.00 ","$6,750.00 ",1
4167525005,Others,NV,14-Jul-10,8,Existing,0,Rural,Y,"$28,805.00 ","$10,000.00 ",0
3692065002,Construction,CA,14-Oct-09,15,New,0,Rural,N,"$50,000.00 ","$45,000.00 ",1
3860495002,Others,WI,19-Jan-10,8,Existing,1,Rural,N,"$119,200.00 ","$107,280.00 ",0
3760475010,Hotel,CO,18-Nov-09,7,New,0,Rural,N,"$100,000.00 ","$90,000.00 ",1
4056475000,Consulting,NY,30-Apr-10,1,New,0,Rural,Y,"$39,058.00 ","$10,000.00 ",0
4135905007,Manufacturing,NY,18-Jun-10,57,New,0,Rural,Y,"$444,000.00 ","$175,000.00 ",0
3796965006,Hotel,TN,7-Dec-09,3,Existing,0,Rural,N,"$7,500.00 ","$6,375.00 ",1
3985845004,Manufacturing,CA,23-Mar-10,25,New,0,Rural,N,"$1,133,000.00 ","$1,096,200.00 ",0
4242425000,Trading,TX,8-Sep-10,3,Existing,0,Rural,N,"$80,000.00 ","$68,000.00 ",0
3817215004,Construction,CA,22-Dec-09,6,New,0,Rural,Y,"$342,000.00 ","$25,000.00 ",0
4140745001,Trading,NJ,24-Jun-10,2,New,0,Rural,Y,"$109,471.00 ","$32,500.00 ",1
4217245003,Healthcare,LA,20-Aug-10,3,New,0,Rural,N,"$166,600.00 ","$83,300.00 ",0
3931385002,Transportation,CA,23-Feb-10,7,New,0,Rural,N,"$50,000.00 ","$45,000.00 ",0
3918555000,Trading,RI,19-Feb-10,10,New,0,Rural,N,"$1,400,000.00 ","$1,498,500.00 ",0
3961495001,Manufacturing,LA,11-Mar-10,2,Existing,0,Rural,N,"$50,000.00 ","$45,000.00 ",0
3818785002,Consulting,CA,23-Dec-09,1,New,0,Rural,Y,"$45,764.00 ","$12,500.00 ",0
3874795010,Trading,WI,27-Jan-10,1,Existing,0,Rural,N,"$40,000.00 ","$20,000.00 ",0
3748185003,Healthcare,CO,13-Nov-09,4,New,0,Rural,Y,"$191,265.00 ","$100,000.00 ",1
3850295008,Transportation,MN,12-Jan-10,3,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4026025004,Healthcare,MO,13-Apr-10,6,New,0,Rural,N,"$118,800.00 ","$107,550.00 ",0
4000065007,Education,HI,29-Mar-10,7,New,0,Rural,N,"$27,000.00 ","$27,000.00 ",0
4135715009,Real Estate,WA,17-Jun-10,20,New,0,Rural,N,"$24,100.00 ","$20,485.00 ",0
3914015005,Manufacturing,NY,18-Feb-10,1,Existing,0,Rural,N,"$800,000.00 ","$720,000.00 ",0
3681815007,Trading,NJ,7-Oct-09,1,Existing,0,Rural,N,"$100,000.00 ","$90,000.00 ",0
4064715000,Trading,TX,6-May-10,12,New,1,Rural,Y,"$116,656.00 ","$25,000.00 ",0
4248455010,Healthcare,OH,13-Sep-10,12,Existing,0,Rural,N,"$7,500.00 ","$6,375.00 ",1
3906875005,Healthcare,FL,16-Feb-10,3,New,0,Rural,Y,"$44,251.00 ","$12,500.00 ",1
3915155003,Construction,CA,18-Feb-10,10,New,0,Rural,N,"$7,500.00 ","$6,750.00 ",1
3881775002,Agriculture,WA,1-Feb-10,5,New,0,Rural,N,"$400,000.00 ","$360,000.00 ",0
3808595000,Hotel,FL,15-Dec-09,20,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",0
4137735008,Manufacturing,NV,21-Jun-10,1,New,0,Rural,N,"$20,000.00 ","$17,000.00 ",1
3742915007,Healthcare,WI,10-Nov-09,26,New,0,Rural,N,"$2,000,000.00 ","$2,000,000.00 ",0
4280835006,Agriculture,WI,30-Sep-10,3,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",0
4050215002,Manufacturing,WI,27-Apr-10,7,New,0,Rural,N,"$416,500.00 ","$374,850.00 ",0
3923685009,Administration,IL,19-Feb-10,11,New,0,Rural,N,"$922,500.00 ","$830,250.00 ",0
4038295001,Engineering,TN,20-Apr-10,4,Existing,0,Rural,N,"$185,000.00 ","$92,500.00 ",0
3810405010,Consulting,MA,16-Dec-09,3,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4247185010,Trading,KS,10-Sep-10,5,New,0,Rural,N,"$12,500.00 ","$10,625.00 ",1
3902855002,Trading,CA,11-Feb-10,3,New,0,Rural,Y,"$100,380.00 ","$50,000.00 ",1
4014145008,Hotel,NH,6-Apr-10,15,New,0,Rural,N,"$290,000.00 ","$290,000.00 ",0
3937605008,Others,UT,26-Feb-10,1,Existing,0,Rural,Y,"$39,998.00 ","$10,000.00 ",0
3848055007,Construction,MN,8-Jan-10,1,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",0
3758225006,Trading,NJ,18-Nov-09,18,New,0,Rural,N,"$1,465,000.00 ","$1,417,500.00 ",1
4166155010,Consulting,WA,14-Jul-10,25,New,0,Rural,Y,"$193,350.00 ","$75,000.00 ",0
3732355001,Others,MO,4-Nov-09,1,New,0,Rural,Y,"$19,282.00 ","$5,000.00 ",1
3846925004,Consulting,CA,8-Jan-10,40,New,0,Rural,N,"$647,000.00 ","$647,000.00 ",0
4054355006,Hotel,MD,29-Apr-10,7,New,0,Rural,N,"$43,000.00 ","$21,500.00 ",0
4094005000,Manufacturing,FL,21-May-10,5,New,0,Rural,N,"$42,500.00 ","$38,250.00 ",0
4129575008,Consulting,CA,10-Jun-10,1,New,0,Rural,Y,"$50,000.00 ","$25,000.00 ",0
3707465008,Manufacturing,CA,22-Oct-09,65,New,0,Rural,Y,"$743,611.00 ","$150,000.00 ",1
4235735001,Engineering,PA,2-Sep-10,1,Existing,0,Rural,N,"$20,000.00 ","$10,000.00 ",0
4184805008,Transportation,NC,29-Jul-10,1,Existing,0,Rural,N,"$15,600.00 ","$7,800.00 ",0
3734465003,Consulting,AZ,5-Nov-09,6,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4046595008,Trading,UT,25-Apr-10,26,Existing,0,Rural,N,"$600,000.00 ","$540,000.00 ",0
4137665000,Construction,MN,21-Jun-10,8,New,0,Rural,Y,"$12,853.00 ","$5,000.00 ",1
3867525001,Healthcare,MT,22-Jan-10,3,Existing,0,Rural,N,"$6,000.00 ","$3,000.00 ",0
3675735000,Manufacturing,AZ,2-Oct-09,9,New,0,Rural,N,"$7,500.00 ","$6,750.00 ",0
3800955007,Manufacturing,WI,10-Dec-09,37,New,0,Rural,N,"$50,000.00 ","$45,000.00 ",0
4118925000,Trading,ME,2-Jun-10,3,New,0,Rural,N,"$10,000.00 ","$5,000.00 ",0
4060985003,Hotel,NY,4-May-10,4,Existing,0,Rural,N,"$5,000.00 ","$4,500.00 ",1
3863155000,Healthcare,NY,20-Jan-10,8,New,0,Rural,Y,"$49,900.00 ","$12,500.00 ",1
3917605000,Consulting,CA,18-Feb-10,19,New,0,Rural,N,"$250,000.00 ","$225,000.00 ",0
4021105005,Transportation,MT,9-Apr-10,3,New,0,Rural,N,"$91,400.00 ","$45,700.00 ",1
3941115006,Healthcare,WA,3-Mar-10,3,New,0,Rural,Y,"$85,000.00 ","$42,500.00 ",0
3934065006,Healthcare,CA,24-Feb-10,7,New,0,Rural,N,"$463,000.00 ","$514,000.00 ",0
3745465009,Administration,MN,12-Nov-09,1,Existing,0,Rural,N,"$34,400.00 ","$30,960.00 ",0
4058555004,Trading,TX,3-May-10,3,New,0,Rural,N,"$500,000.00 ","$450,000.00 ",0
4033985008,Education,CA,16-Apr-10,6,New,0,Rural,Y,"$399,000.00 ","$37,500.00 ",0
3816755000,Manufacturing,CT,22-Dec-09,5,New,0,Rural,N,"$232,000.00 ","$174,000.00 ",0
4073025007,Hotel,WA,11-May-10,8,Existing,0,Rural,N,"$65,000.00 ","$32,500.00 ",1
4030305008,Manufacturing,WA,15-Apr-10,1,Existing,0,Rural,N,"$5,000.00 ","$4,500.00 ",1
3755625002,Trading,ME,17-Nov-09,5,New,0,Rural,Y,"$180,000.00 ","$50,000.00 ",1
4003525009,Construction,OH,1-Apr-10,0,New,0,Rural,N,"$9,200.00 ","$4,600.00 ",0
3909015000,Trading,IA,16-Feb-10,6,New,0,Rural,N,"$125,000.00 ","$112,500.00 ",1
3964455006,Administration,CA,13-Mar-10,1,Existing,0,Rural,Y,"$35,895.00 ","$10,000.00 ",0
4150515006,Administration,MS,30-Jun-10,160,New,0,Rural,Y,"$150,000.00 ","$127,500.00 ",0
4034075008,Manufacturing,WA,16-Apr-10,1,New,0,Rural,N,"$7,500.00 ","$6,750.00 ",1
4225675003,Healthcare,KS,26-Aug-10,4,New,0,Rural,N,"$25,000.00 ","$21,250.00 ",1
3968235007,Manufacturing,PA,16-Mar-10,7,New,0,Rural,Y,"$61,726.00 ","$17,500.00 ",0
4068025002,Construction,VA,7-May-10,9,New,0,Rural,Y,"$125,000.00 ","$112,500.00 ",1
4182195000,Others,MA,27-Jul-10,1,Existing,0,Rural,N,"$112,500.00 ","$84,375.00 ",0
3847905000,Consulting,VA,8-Jan-10,6,New,0,Rural,Y,"$250,000.00 ","$100,000.00 ",0
4084645000,Others,KY,18-May-10,0,New,0,Rural,N,"$4,600.00 ","$2,300.00 ",0
3797295008,Trading,MN,8-Dec-09,3,New,0,Rural,N,"$15,000.00 ","$7,500.00 ",0
3817485004,Consulting,CA,22-Dec-09,1,Existing,0,Rural,N,"$5,000.00 ","$4,250.00 ",1
3960455009,Administration,IN,11-Mar-10,10,New,0,Rural,N,"$42,000.00 ","$21,000.00 ",0
4114135002,Education,VT,28-May-10,17,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4001235001,Manufacturing,OR,31-Mar-10,5,New,0,Rural,Y,"$5,000.00 ","$2,500.00 ",0
3840685003,Hotel,MD,5-Jan-10,3,Existing,0,Rural,N,"$100,000.00 ","$90,000.00 ",0
4078325002,Consulting,LA,13-May-10,1,New,0,Rural,Y,"$75,993.00 ","$37,500.00 ",0
3992635009,Engineering,GA,25-Mar-10,37,Existing,0,Rural,N,"$5,000.00 ","$4,500.00 ",1
3997015010,Others,CA,26-Mar-10,3,New,0,Rural,N,"$240,000.00 ","$216,000.00 ",0
3779645002,Trading,IL,21-Nov-09,15,New,1,Rural,N,"$166,000.00 ","$149,400.00 ",1
4072845004,Others,GA,11-May-10,1,Existing,0,Rural,N,"$7,500.00 ","$6,750.00 ",1
4198765010,Manufacturing,UT,9-Aug-10,5,New,0,Rural,N,"$125,000.00 ","$106,250.00 ",0
4197335008,Consulting,NC,6-Aug-10,2,Existing,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
3702565004,Healthcare,PA,20-Oct-09,2,Existing,0,Rural,N,"$129,000.00 ","$116,100.00 ",0
3998855006,Entertainment,UT,26-Mar-10,2,New,0,Rural,Y,"$34,995.00 ","$12,500.00 ",1
3673695008,Healthcare,CA,1-Oct-09,6,New,0,Rural,N,"$20,000.00 ","$18,000.00 ",1
3838015002,Construction,WI,31-Dec-09,3,New,0,Rural,N,"$23,428.00 ","$24,300.00 ",1
3924355006,Trading,NY,19-Feb-10,1,Existing,0,Rural,N,"$1,100,000.00 ","$986,700.00 ",0
4229905008,Manufacturing,MD,27-Aug-10,4,Existing,0,Rural,N,"$15,000.00 ","$12,750.00 ",1
4160085001,Education,NC,9-Jul-10,5,New,0,Rural,N,"$247,000.00 ","$247,000.00 ",0
4061905003,Trading,MT,4-May-10,4,New,0,Rural,N,"$90,000.00 ","$81,000.00 ",1
3814945005,Hotel,GA,21-Dec-09,6,New,0,Rural,N,"$86,000.00 ","$73,100.00 ",1
3888025003,Manufacturing,MO,3-Feb-10,2,New,0,Rural,N,"$10,000.00 ","$9,000.00 ",1
3749085010,Finance,IL,13-Nov-09,13,New,0,Rural,N,"$720,000.00 ","$648,000.00 ",0
3814955008,Hotel,WA,21-Dec-09,10,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",0
4245645002,Trading,MN,10-Sep-10,1,Existing,0,Rural,N,"$680,000.00 ","$510,000.00 ",0
4149275009,Agriculture,MS,30-Jun-10,2,New,0,Rural,N,"$297,000.00 ","$222,750.00 ",0
3946875010,Hotel,PA,11-Mar-10,10,Existing,0,Rural,N,"$175,000.00 ","$150,000.00 ",0
3955515009,Hotel,IA,11-Mar-10,30,New,0,Rural,N,"$560,000.00 ","$504,000.00 ",1
4206545004,Education,NJ,12-Aug-10,50,New,0,Rural,N,"$150,000.00 ","$75,000.00 ",0
4212545000,Healthcare,CA,17-Aug-10,0,Existing,0,Rural,N,"$98,000.00 ","$83,300.00 ",0
3977995003,Hotel,TX,19-Mar-10,14,New,1,Rural,N,"$35,000.00 ","$35,000.00 ",1
3706275008,Healthcare,FL,21-Oct-09,1,Existing,0,Rural,N,"$47,000.00 ","$23,500.00 ",0
4257455001,Hotel,CO,20-Sep-10,1,New,1,Rural,N,"$700,000.00 ","$525,000.00 ",0
3706585007,Trading,UT,21-Oct-09,1,Existing,0,Rural,Y,"$25,000.00 ","$12,500.00 ",0
4257415000,Manufacturing,OH,20-Sep-10,3,Existing,0,Rural,Y,"$15,886.00 ","$5,000.00 ",0
3836195006,Healthcare,WI,30-Dec-09,2,New,0,Rural,N,"$7,500.00 ","$6,750.00 ",1
3807235006,Agriculture,WI,15-Dec-09,1,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
3709425000,Manufacturing,AR,22-Oct-09,77,New,0,Rural,N,"$750,000.00 ","$1,511,000.00 ",0
3955145005,Healthcare,GA,11-Mar-10,80,New,0,Rural,N,"$700,000.00 ","$530,040.00 ",0
4175515002,Construction,NJ,21-Jul-10,4,New,0,Rural,N,"$12,500.00 ","$10,625.00 ",1
3826885008,Others,AZ,24-Dec-09,3,Existing,0,Rural,N,"$312,510.00 ","$288,000.00 ",0
3961405007,Construction,LA,11-Mar-10,12,New,0,Rural,N,"$150,000.00 ","$127,500.00 ",0
3813495010,Construction,OH,18-Dec-09,6,New,0,Rural,N,"$10,390.00 ","$35,000.00 ",0
3963165000,Trading,MD,12-Mar-10,2,Existing,0,Rural,Y,"$20,000.00 ","$10,000.00 ",1
4263335007,Others,FL,23-Sep-10,0,New,0,Rural,Y,"$27,055.00 ","$7,500.00 ",0
4160495006,Trading,IL,9-Jul-10,1,Existing,0,Rural,N,"$10,000.00 ","$8,500.00 ",1
3791445004,Others,MO,2-Dec-09,12,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",0
4173015001,Trading,NY,19-Jul-10,1,New,0,Rural,N,"$15,000.00 ","$12,750.00 ",1
3776535009,Hotel,CA,20-Nov-09,1,New,0,Rural,N,"$325,000.00 ","$292,500.00 ",0
4041465005,Hotel,TX,21-Apr-10,1,Existing,0,Rural,N,"$35,200.00 ","$17,600.00 ",0
3937105000,Construction,MT,26-Feb-10,7,New,0,Rural,N,"$85,000.00 ","$42,500.00 ",0
3941855005,Hotel,SC,3-Mar-10,1,Existing,0,Rural,N,"$7,500.00 ","$6,375.00 ",1
3839885007,Construction,IN,4-Jan-10,1,New,0,Rural,Y,"$30,424.00 ","$10,000.00 ",0
4199475008,Consulting,WV,10-Aug-10,6,New,0,Rural,Y,"$30,000.00 ","$25,500.00 ",1
3800045005,Administration,NY,9-Dec-09,2,New,0,Rural,N,"$20,000.00 ","$10,000.00 ",0
3943915003,Others,CA,5-Mar-10,3,New,0,Rural,Y,"$10,000.00 ","$5,000.00 ",0
3851675006,Trading,OH,12-Jan-10,1,New,0,Rural,Y,"$51,068.00 ","$12,500.00 ",1
4232665009,Transportation,MA,31-Aug-10,2,New,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
3902645009,Consulting,NV,11-Feb-10,13,New,0,Rural,N,"$400,000.00 ","$360,000.00 ",1
3888195008,Manufacturing,NC,4-Feb-10,21,New,0,Rural,Y,"$425,000.00 ","$125,000.00 ",0
4140315001,Consulting,CA,23-Jun-10,3,New,0,Rural,Y,"$20,000.00 ","$10,000.00 ",0
3864765008,Trading,CA,21-Jan-10,30,New,0,Rural,N,"$1,350,000.00 ","$1,113,345.00 ",0
4083775002,Energy,NH,17-May-10,5,Existing,0,Rural,Y,"$455,000.00 ","$150,000.00 ",0
4232535005,Construction,ID,31-Aug-10,6,New,0,Rural,Y,"$189,119.00 ","$50,000.00 ",0
4255635003,Construction,CO,17-Sep-10,2,New,0,Rural,N,"$23,729.00 ","$12,500.00 ",1
4164235006,Construction,IN,13-Jul-10,8,New,0,Rural,N,"$279,100.00 ","$209,325.00 ",0
4278545003,Others,MN,30-Sep-10,5,New,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
4143225004,Administration,KY,24-Jun-10,2,Existing,0,Rural,N,"$12,900.00 ","$6,450.00 ",0
4167755004,Trading,TX,14-Jul-10,11,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4163675007,Real Estate,WI,12-Jul-10,5,New,0,Rural,N,"$73,400.00 ","$36,700.00 ",0
3715765004,Administration,IN,27-Oct-09,6,New,0,Rural,N,"$63,700.00 ","$57,330.00 ",0
4106535004,Construction,OK,26-May-10,4,New,0,Rural,N,"$450,000.00 ","$405,000.00 ",0
3748905005,Healthcare,CT,13-Nov-09,1,Existing,1,Rural,N,"$100,000.00 ","$90,000.00 ",0
3890825006,Construction,CA,5-Feb-10,22,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4179865010,Others,MO,26-Jul-10,1,Existing,0,Rural,N,"$45,800.00 ","$38,930.00 ",0
3689025000,Education,PA,13-Oct-09,2,Existing,0,Rural,N,"$400,000.00 ","$360,000.00 ",0
3875105004,Hotel,MA,27-Jan-10,8,New,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
4002535010,Consulting,AL,1-Apr-10,1,New,0,Rural,N,"$10,000.00 ","$9,000.00 ",1
4156035005,Education,CA,7-Jul-10,20,New,0,Rural,N,"$25,000.00 ","$12,500.00 ",0
3679755003,Construction,MA,6-Oct-09,2,Existing,0,Rural,N,"$10,900.00 ","$5,450.00 ",0
3966975002,Education,MT,15-Mar-10,3,New,0,Rural,N,"$5,000.00 ","$4,500.00 ",1
3906265010,Engineering,NY,15-Feb-10,10,New,0,Rural,Y,"$835,515.00 ","$125,000.00 ",0
4047355008,Construction,PA,26-Apr-10,7,New,0,Rural,Y,"$72,000.00 ","$25,000.00 ",0
4013635000,Hotel,NC,6-Apr-10,25,Existing,1,Rural,N,"$5,000.00 ","$4,500.00 ",1
3674115000,Hotel,OH,2-Oct-09,0,New,1,Rural,N,"$238,600.00 ","$119,300.00 ",0
4070045007,Finance,OH,10-May-10,24,New,0,Rural,N,"$250,000.00 ","$225,000.00 ",0
3803075009,Hotel,IL,11-Dec-09,6,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
3772895004,Construction,FL,20-Nov-09,6,New,0,Rural,N,"$35,000.00 ","$35,000.00 ",1
4027665010,Construction,CA,14-Apr-10,7,New,0,Rural,Y,"$131,116.00 ","$35,000.00 ",0
3856535009,Finance,IN,14-Jan-10,3,Existing,0,Rural,N,"$180,000.00 ","$90,000.00 ",0
4036265010,Trading,IN,19-Apr-10,1,New,0,Rural,Y,"$339,866.00 ","$50,000.00 ",0
3720685009,Trading,CT,29-Oct-09,9,New,0,Rural,N,"$50,000.00 ","$25,000.00 ",0
3850525005,Real Estate,CA,12-Jan-10,15,New,0,Rural,N,"$327,000.00 ","$294,300.00 ",0
4183765007,Entertainment,MA,28-Jul-10,2,Existing,0,Rural,N,"$125,000.00 ","$106,250.00 ",0
3854015002,Construction,MI,13-Jan-10,4,New,0,Rural,N,"$26,300.00 ","$26,300.00 ",1
3715135003,Hotel,MT,27-Oct-09,8,Existing,1,Rural,N,"$108,200.00 ","$97,380.00 ",0
4033125008,Real Estate,CA,16-Apr-10,2,New,0,Rural,Y,"$69,845.00 ","$17,500.00 ",1
3936235002,Consulting,CA,25-Feb-10,1,New,0,Rural,N,"$15,000.00 ","$12,750.00 ",1
3696085005,Hotel,UT,16-Oct-09,24,New,0,Rural,Y,"$50,000.00 ","$25,000.00 ",0
3748245008,Hotel,NH,13-Nov-09,2,New,0,Rural,Y,"$38,827.00 ","$10,000.00 ",0
3937315004,Manufacturing,MA,26-Feb-10,0,Existing,0,Rural,Y,"$64,588.00 ","$25,000.00 ",0
4247095007,Healthcare,TX,10-Sep-10,2,New,0,Rural,N,"$146,000.00 ","$109,500.00 ",0
3677095002,Hotel,CA,5-Oct-09,7,New,1,Rural,N,"$1,536,000.00 ","$1,382,400.00 ",1
4047715009,Consulting,CA,26-Apr-10,1,New,0,Rural,Y,"$14,103.00 ","$6,000.00 ",1
3750285008,Healthcare,CA,13-Nov-09,6,New,0,Rural,N,"$15,000.00 ","$13,500.00 ",1
4183555003,Hotel,MA,28-Jul-10,6,New,1,Rural,N,"$150,000.00 ","$75,000.00 ",0
4153835003,Construction,ND,2-Jul-10,6,New,0,Rural,N,"$126,500.00 ","$107,525.00 ",0
3982875007,Healthcare,TX,23-Mar-10,4,New,0,Rural,Y,"$189,931.00 ","$50,000.00 ",0
4133345001,Trading,CA,15-Jun-10,1,New,0,Rural,N,"$5,000.00 ","$4,250.00 ",1
